Member Pending Events Report
Member                Club Number           Event Type Name       Employee Name         Start Date Time       Status Name           
Andy McNeely          3001                  Kick Boxing           Kirby Puckett         07/10/2014 08:29 AM   Cancelled             
Andy McNeely          3001                  Personal Training     Ray Orbison           07/10/2014 08:29 AM   Complete              
Andy McNeely          3001                  Personal Training     Pam Beasley           07/10/2014 08:29 AM   Complete              
Andy McNeely          3001                  Pilates               Leon Theprofessional  07/10/2014 08:29 AM   Pending               
Andy McNeely          3001                  Pilates               Opie Griffith         07/10/2014 08:29 AM   Cancelled             
Andy McNeely          3001                  Zumba                 Pam Beasley           07/10/2014 08:29 AM   Pending               
Andy McNeely          3001                  Zumba                 Nathan Lockwood       07/10/2014 08:29 AM   Complete              
Andy McNeely          3001                  Zumba                 Leon Theprofessional  07/10/2014 08:29 AM   Pending               
Andy McNeely          3001                  Kick Boxing           Venus Flytrap         07/10/2014 08:29 AM   Pending               
Andy McNeely          3001                  Pilates               Kirby Puckett         07/10/2014 08:29 AM   Cancelled             
Andy McNeely          3001                  Pilates               Nathan Lockwood       07/10/2014 08:29 AM   Cancelled             
Andy McNeely          3001                  Zumba                 Opie Griffith         07/10/2014 08:29 AM   Cancelled             
Andy McNeely          3001                  Pilates               Kirby Puckett         07/10/2014 08:29 AM   Complete              
Andy McNeely          3001                  Personal Training     Pokey Reese           07/10/2014 08:29 AM   Cancelled             
Andy McNeely          3002                  Personal Training     Pam Beasley           07/10/2014 08:29 AM   Cancelled             
Andy McNeely          3002                  Pilates               Ray Orbison           07/10/2014 08:29 AM   Pending               
Andy McNeely          3002                  Zumba                 Marty McFly           07/10/2014 08:29 AM   Pending               
Andy McNeely          3002                  Kick Boxing           Kirby Puckett         07/10/2014 08:29 AM   Cancelled             
Andy McNeely          3002                  Zumba                 Pam Beasley           07/10/2014 08:29 AM   Cancelled             
Andy McNeely          3002                  Pilates               Venus Flytrap         07/10/2014 08:29 AM   Pending               
Andy McNeely          3002                  Pilates               Kenneth Maynard       07/10/2014 08:29 AM   Complete              
Andy McNeely          3002                  Kick Boxing           Leon Theprofessional  07/10/2014 08:29 AM   Cancelled             
Andy McNeely          3002                  Personal Training     Todd Jones            07/10/2014 08:29 AM   Complete              
Andy McNeely          3002                  Personal Training     Todd Jones            07/10/2014 08:29 AM   Pending               
Andy McNeely          3002                  Pilates               Kirby Puckett         07/10/2014 08:29 AM   Cancelled             
Andy McNeely          3002                  Personal Training     Opie Griffith         07/10/2014 08:29 AM   Pending               
Andy McNeely          3002                  Zumba                 Opie Griffith         07/10/2014 08:29 AM   Complete              
Andy McNeely          3002                  Personal Training     Pokey Reese           07/10/2014 08:29 AM   Complete              
Andy McNeely          3002                  Kick Boxing           Venus Flytrap         07/10/2014 08:29 AM   Pending               
Andy McNeely          3002                  Zumba                 Pam Beasley           07/10/2014 08:29 AM   Complete              
Andy McNeely          3002                  Pilates               Leon Theprofessional  07/10/2014 08:29 AM   Pending               
Andy McNeely          3002                  Kick Boxing           Venus Flytrap         07/10/2014 08:29 AM   Complete              
Andy McNeely          3002                  Pilates               Samuel L. Jackson     07/10/2014 08:29 AM   Pending               
Billy Madison         3000                  Personal Training     Leon Theprofessional  07/10/2014 08:29 AM   Cancelled             
Billy Madison         3000                  Personal Training     Pam Beasley           07/10/2014 08:29 AM   Complete              
Billy Madison         3000                  Zumba                 Pokey Reese           07/10/2014 08:29 AM   Pending               
Billy Madison         3000                  Kick Boxing           Pokey Reese           07/10/2014 08:29 AM   Cancelled             
Billy Madison         3000                  Zumba                 Nathan Lockwood       07/10/2014 08:29 AM   Cancelled             
Billy Madison         3000                  Personal Training     Opie Griffith         07/10/2014 08:29 AM   Complete              
Billy Madison         3000                  Zumba                 Ray Orbison           07/10/2014 08:29 AM   Cancelled             
Billy Madison         3000                  Zumba                 Ray Orbison           07/10/2014 08:29 AM   Pending               
Billy Madison         3000                  Kick Boxing           Kenneth Maynard       07/10/2014 08:29 AM   Pending               
Billy Madison         3000                  Pilates               Leon Theprofessional  07/10/2014 11:29 AM   Complete              
Billy Madison         3000                  Pilates               Todd Jones            07/10/2014 11:29 AM   Pending               
Billy Madison         3000                  Pilates               Pam Beasley           07/10/2014 11:29 AM   Pending               
Billy Madison         3000                  Pilates               Marty McFly           07/10/2014 11:29 AM   Complete              
Billy Madison         3001                  Pilates               Marty McFly           07/10/2014 08:29 AM   Cancelled             
Billy Madison         3001                  Pilates               Ray Orbison           07/10/2014 08:29 AM   Cancelled             
Billy Madison         3001                  Zumba                 Nathan Lockwood       07/10/2014 08:29 AM   Pending               
Billy Madison         3001                  Zumba                 Kirby Puckett         07/10/2014 08:29 AM   Complete              
Billy Madison         3001                  Zumba                 Todd Jones            07/10/2014 08:29 AM   Complete              
Billy Madison         3001                  Kick Boxing           Ray Orbison           07/10/2014 08:29 AM   Cancelled             
Billy Madison         3001                  Personal Training     Pam Beasley           07/10/2014 08:29 AM   Pending               
Billy Madison         3001                  Pilates               Todd Jones            07/10/2014 08:29 AM   Complete              
Billy Madison         3001                  Personal Training     Marty McFly           07/10/2014 08:29 AM   Pending               
Billy Madison         3001                  Pilates               Kenneth Maynard       07/10/2014 08:29 AM   Cancelled             
Billy Madison         3001                  Zumba                 Marty McFly           07/10/2014 08:29 AM   Cancelled             
Billy Madison         3001                  Kick Boxing           Marty McFly           07/10/2014 08:29 AM   Pending               
Billy Madison         3001                  Kick Boxing           Samuel L. Jackson     07/10/2014 08:29 AM   Complete              
Billy Madison         3001                  Pilates               Todd Jones            07/10/2014 08:29 AM   Cancelled             
Billy Madison         3001                  Pilates               Venus Flytrap         07/10/2014 08:29 AM   Pending               
Billy Madison         3001                  Kick Boxing           Samuel L. Jackson     07/10/2014 08:29 AM   Pending               
Billy Madison         3001                  Zumba                 Opie Griffith         07/10/2014 08:29 AM   Complete              
Billy Madison         3001                  Kick Boxing           Marty McFly           07/10/2014 08:29 AM   Cancelled             
Billy Madison         3001                  Personal Training     Pam Beasley           07/10/2014 08:29 AM   Cancelled             
Billy Madison         3002                  Pilates               Todd Jones            07/10/2014 08:29 AM   Cancelled             
Billy Madison         3002                  Zumba                 Samuel L. Jackson     07/10/2014 08:29 AM   Pending               
Billy Madison         3002                  Zumba                 Leon Theprofessional  07/10/2014 08:29 AM   Pending               
Billy Madison         3002                  Kick Boxing           Opie Griffith         07/10/2014 08:29 AM   Pending               
Billy Madison         3002                  Zumba                 Todd Jones            07/10/2014 08:29 AM   Cancelled             
Billy Madison         3002                  Kick Boxing           Pokey Reese           07/10/2014 08:29 AM   Cancelled             
Billy Madison         3002                  Pilates               Pam Beasley           07/10/2014 08:29 AM   Cancelled             
Billy Madison         3002                  Zumba                 Leon Theprofessional  07/10/2014 08:29 AM   Cancelled             
Billy Madison         3002                  Personal Training     Ray Orbison           07/10/2014 08:29 AM   Cancelled             
Billy Madison         3002                  Kick Boxing           Samuel L. Jackson     07/10/2014 08:29 AM   Cancelled             
Billy Madison         3002                  Pilates               Kirby Puckett         07/10/2014 08:29 AM   Pending               
Billy Madison         3002                  Zumba                 Kirby Puckett         07/10/2014 08:29 AM   Cancelled             
Billy Madison         3002                  Pilates               Todd Jones            07/10/2014 08:29 AM   Complete              
Billy Madison         3002                  Kick Boxing           Venus Flytrap         07/10/2014 08:29 AM   Cancelled             
Billy Madison         3002                  Zumba                 Pokey Reese           07/10/2014 08:29 AM   Cancelled             
Billy Madison         3002                  Personal Training     Marty McFly           07/10/2014 08:29 AM   Complete              
Billy Madison         3002                  Pilates               Todd Jones            07/10/2014 08:29 AM   Pending               
Billy Madison         3002                  Pilates               Pokey Reese           07/10/2014 08:29 AM   Cancelled             
Billy Madison         3002                  Pilates               Nathan Lockwood       07/10/2014 08:29 AM   Pending               
Billy Madison         3002                  Personal Training     Nathan Lockwood       07/10/2014 08:29 AM   Complete              
Bob Barker            3000                  Zumba                 Kenneth Maynard       07/10/2014 08:29 AM   Cancelled             
Bob Barker            3000                  Zumba                 Pokey Reese           07/10/2014 08:29 AM   Pending               
Bob Barker            3000                  Zumba                 Kenneth Maynard       07/10/2014 08:29 AM   Complete              
Bob Barker            3000                  Zumba                 Pam Beasley           07/10/2014 08:29 AM   Cancelled             
Bob Barker            3000                  Kick Boxing           Kenneth Maynard       07/10/2014 08:29 AM   Cancelled             
Bob Barker            3000                  Zumba                 Kirby Puckett         07/10/2014 08:29 AM   Cancelled             
Bob Barker            3000                  Zumba                 Opie Griffith         07/10/2014 08:29 AM   Pending               
Bob Barker            3000                  Personal Training     Todd Jones            07/10/2014 08:29 AM   Complete              
Bob Barker            3000                  Kick Boxing           Marty McFly           07/10/2014 08:29 AM   Complete              
Bob Barker            3000                  Zumba                 Pokey Reese           07/10/2014 08:29 AM   Complete              
Bob Barker            3000                  Zumba                 Pokey Reese           07/10/2014 08:29 AM   Cancelled             
Bob Barker            3000                  Zumba                 Marty McFly           07/10/2014 08:29 AM   Cancelled             
Bob Barker            3000                  Kick Boxing           Todd Jones            07/10/2014 08:29 AM   Pending               
Bob Barker            3000                  Zumba                 Samuel L. Jackson     07/10/2014 08:29 AM   Cancelled             
Bob Barker            3000                  Kick Boxing           Pam Beasley           07/10/2014 08:29 AM   Pending               
Bob Barker            3000                  Pilates               Todd Jones            07/10/2014 11:29 AM   Pending               
Bob Barker            3000                  Pilates               Ray Orbison           07/10/2014 11:29 AM   Complete              
Bob Barker            3001                  Personal Training     Venus Flytrap         07/10/2014 08:29 AM   Cancelled             
Bob Barker            3001                  Kick Boxing           Marty McFly           07/10/2014 08:29 AM   Pending               
Bob Barker            3001                  Pilates               Samuel L. Jackson     07/10/2014 08:29 AM   Pending               
Bob Barker            3001                  Personal Training     Pam Beasley           07/10/2014 08:29 AM   Complete              
Bob Barker            3001                  Pilates               Kenneth Maynard       07/10/2014 08:29 AM   Cancelled             
Bob Barker            3001                  Zumba                 Kirby Puckett         07/10/2014 08:29 AM   Cancelled             
Bob Barker            3001                  Zumba                 Kenneth Maynard       07/10/2014 08:29 AM   Pending               
Bob Barker            3001                  Pilates               Nathan Lockwood       07/10/2014 08:29 AM   Cancelled             
Bob Barker            3001                  Kick Boxing           Nathan Lockwood       07/10/2014 08:29 AM   Pending               
Bob Barker            3001                  Kick Boxing           Samuel L. Jackson     07/10/2014 08:29 AM   Pending               
Bob Barker            3001                  Pilates               Leon Theprofessional  07/10/2014 08:29 AM   Cancelled             
Bob Barker            3001                  Pilates               Kenneth Maynard       07/10/2014 08:29 AM   Complete              
Bob Barker            3001                  Zumba                 Opie Griffith         07/10/2014 08:29 AM   Complete              
Bob Barker            3002                  Pilates               Ray Orbison           07/10/2014 08:29 AM   Complete              
Bob Barker            3002                  Personal Training     Venus Flytrap         07/10/2014 08:29 AM   Complete              
Bob Barker            3002                  Personal Training     Samuel L. Jackson     07/10/2014 08:29 AM   Pending               
Bob Barker            3002                  Personal Training     Samuel L. Jackson     07/10/2014 08:29 AM   Complete              
Bob Barker            3002                  Personal Training     Samuel L. Jackson     07/10/2014 08:29 AM   Cancelled             
Bob Barker            3002                  Personal Training     Kenneth Maynard       07/10/2014 08:29 AM   Cancelled             
Bob Barker            3002                  Pilates               Marty McFly           07/10/2014 08:29 AM   Complete              
Bob Barker            3002                  Pilates               Opie Griffith         07/10/2014 08:29 AM   Complete              
Bob Barker            3002                  Kick Boxing           Venus Flytrap         07/10/2014 08:29 AM   Cancelled             
Bob Barker            3002                  Zumba                 Leon Theprofessional  07/10/2014 08:29 AM   Cancelled             
Bob Barker            3002                  Pilates               Nathan Lockwood       07/10/2014 08:29 AM   Cancelled             
Bob Barker            3002                  Personal Training     Todd Jones            07/10/2014 08:29 AM   Complete              
Bob Barker            3002                  Kick Boxing           Leon Theprofessional  07/10/2014 08:29 AM   Pending               
Bob Barker            3002                  Zumba                 Kirby Puckett         07/10/2014 08:29 AM   Cancelled             
Bob Barker            3002                  Personal Training     Nathan Lockwood       07/10/2014 08:29 AM   Pending               
Bob Barker            3002                  Pilates               Pokey Reese           07/10/2014 08:29 AM   Complete              
Charles Bronson       3000                  Personal Training     Marty McFly           07/10/2014 08:29 AM   Cancelled             
Charles Bronson       3000                  Zumba                 Pokey Reese           07/10/2014 08:29 AM   Cancelled             
Charles Bronson       3000                  Zumba                 Ray Orbison           07/10/2014 08:29 AM   Pending               
Charles Bronson       3000                  Kick Boxing           Kenneth Maynard       07/10/2014 08:29 AM   Cancelled             
Charles Bronson       3000                  Personal Training     Pam Beasley           07/10/2014 08:29 AM   Cancelled             
Charles Bronson       3000                  Kick Boxing           Todd Jones            07/10/2014 08:29 AM   Cancelled             
Charles Bronson       3000                  Zumba                 Venus Flytrap         07/10/2014 08:29 AM   Cancelled             
Charles Bronson       3000                  Personal Training     Kenneth Maynard       07/10/2014 08:29 AM   Pending               
Charles Bronson       3000                  Personal Training     Leon Theprofessional  07/10/2014 08:29 AM   Cancelled             
Charles Bronson       3000                  Personal Training     Ray Orbison           07/10/2014 08:29 AM   Pending               
Charles Bronson       3000                  Kick Boxing           Samuel L. Jackson     07/10/2014 08:29 AM   Pending               
Charles Bronson       3000                  Personal Training     Venus Flytrap         07/10/2014 08:29 AM   Cancelled             
Charles Bronson       3000                  Pilates               Marty McFly           07/10/2014 11:29 AM   Complete              
Charles Bronson       3000                  Pilates               Ray Orbison           07/10/2014 11:29 AM   Complete              
Charles Bronson       3000                  Pilates               Marty McFly           07/10/2014 11:29 AM   Pending               
Charles Bronson       3000                  Pilates               Ray Orbison           07/10/2014 11:29 AM   Cancelled             
Charles Bronson       3000                  Pilates               Todd Jones            07/10/2014 11:29 AM   Cancelled             
Charles Bronson       3001                  Pilates               Kirby Puckett         07/10/2014 08:29 AM   Cancelled             
Charles Bronson       3001                  Pilates               Venus Flytrap         07/10/2014 08:29 AM   Pending               
Charles Bronson       3001                  Kick Boxing           Leon Theprofessional  07/10/2014 08:29 AM   Pending               
Charles Bronson       3001                  Zumba                 Nathan Lockwood       07/10/2014 08:29 AM   Pending               
Charles Bronson       3001                  Personal Training     Kenneth Maynard       07/10/2014 08:29 AM   Cancelled             
Charles Bronson       3001                  Pilates               Marty McFly           07/10/2014 08:29 AM   Pending               
Charles Bronson       3001                  Pilates               Kirby Puckett         07/10/2014 08:29 AM   Complete              
Charles Bronson       3001                  Pilates               Leon Theprofessional  07/10/2014 08:29 AM   Cancelled             
Charles Bronson       3001                  Personal Training     Todd Jones            07/10/2014 08:29 AM   Cancelled             
Charles Bronson       3001                  Pilates               Venus Flytrap         07/10/2014 08:29 AM   Complete              
Charles Bronson       3001                  Kick Boxing           Nathan Lockwood       07/10/2014 08:29 AM   Cancelled             
Charles Bronson       3001                  Pilates               Nathan Lockwood       07/10/2014 08:29 AM   Complete              
Charles Bronson       3001                  Pilates               Todd Jones            07/10/2014 08:29 AM   Complete              
Charles Bronson       3001                  Kick Boxing           Ray Orbison           07/10/2014 08:29 AM   Cancelled             
Charles Bronson       3001                  Personal Training     Pokey Reese           07/10/2014 08:29 AM   Complete              
Charles Bronson       3001                  Kick Boxing           Pokey Reese           07/10/2014 08:29 AM   Cancelled             
Charles Bronson       3001                  Pilates               Todd Jones            07/10/2014 08:29 AM   Pending               
Charles Bronson       3001                  Kick Boxing           Pam Beasley           07/10/2014 08:29 AM   Cancelled             
Charles Bronson       3001                  Personal Training     Opie Griffith         07/10/2014 08:29 AM   Cancelled             
Charles Bronson       3001                  Kick Boxing           Venus Flytrap         07/10/2014 08:29 AM   Pending               
Charles Bronson       3001                  Pilates               Ray Orbison           07/10/2014 08:29 AM   Pending               
Charles Bronson       3002                  Kick Boxing           Nathan Lockwood       07/10/2014 08:29 AM   Cancelled             
Charles Bronson       3002                  Pilates               Ray Orbison           07/10/2014 08:29 AM   Pending               
Charles Bronson       3002                  Zumba                 Pam Beasley           07/10/2014 08:29 AM   Cancelled             
Charles Bronson       3002                  Pilates               Kenneth Maynard       07/10/2014 08:29 AM   Pending               
Charles Bronson       3002                  Pilates               Opie Griffith         07/10/2014 08:29 AM   Complete              
Charles Bronson       3002                  Personal Training     Leon Theprofessional  07/10/2014 08:29 AM   Complete              
Charles Bronson       3002                  Personal Training     Kirby Puckett         07/10/2014 08:29 AM   Complete              
Charles Bronson       3002                  Zumba                 Kenneth Maynard       07/10/2014 08:29 AM   Cancelled             
Charles Bronson       3002                  Personal Training     Marty McFly           07/10/2014 08:29 AM   Pending               
Charles Bronson       3002                  Zumba                 Kirby Puckett         07/10/2014 08:29 AM   Cancelled             
Charles Bronson       3002                  Zumba                 Marty McFly           07/10/2014 08:29 AM   Cancelled             
Charles Bronson       3002                  Kick Boxing           Venus Flytrap         07/10/2014 08:29 AM   Complete              
Charles Bronson       3002                  Personal Training     Todd Jones            07/10/2014 08:29 AM   Cancelled             
Charles Bronson       3002                  Pilates               Venus Flytrap         07/10/2014 08:29 AM   Cancelled             
Charles Bronson       3002                  Pilates               Samuel L. Jackson     07/10/2014 08:29 AM   Cancelled             
Charles Bronson       3002                  Zumba                 Ray Orbison           07/10/2014 08:29 AM   Pending               
Charles Bronson       3002                  Personal Training     Pokey Reese           07/10/2014 08:29 AM   Complete              
Charles Bronson       3002                  Personal Training     Nathan Lockwood       07/10/2014 08:29 AM   Complete              
Cosmo Kramer          3000                  Kick Boxing           Pam Beasley           07/10/2014 08:29 AM   Pending               
Cosmo Kramer          3000                  Zumba                 Marty McFly           07/10/2014 08:29 AM   Pending               
Cosmo Kramer          3000                  Personal Training     Venus Flytrap         07/10/2014 08:29 AM   Complete              
Cosmo Kramer          3000                  Personal Training     Kenneth Maynard       07/10/2014 08:29 AM   Pending               
Cosmo Kramer          3000                  Kick Boxing           Leon Theprofessional  07/10/2014 08:29 AM   Complete              
Cosmo Kramer          3000                  Zumba                 Pam Beasley           07/10/2014 08:29 AM   Cancelled             
Cosmo Kramer          3000                  Zumba                 Venus Flytrap         07/10/2014 08:29 AM   Pending               
Cosmo Kramer          3000                  Personal Training     Nathan Lockwood       07/10/2014 08:29 AM   Complete              
Cosmo Kramer          3000                  Zumba                 Samuel L. Jackson     07/10/2014 08:29 AM   Pending               
Cosmo Kramer          3000                  Personal Training     Pokey Reese           07/10/2014 08:29 AM   Pending               
Cosmo Kramer          3000                  Zumba                 Kirby Puckett         07/10/2014 08:29 AM   Pending               
Cosmo Kramer          3000                  Personal Training     Opie Griffith         07/10/2014 08:29 AM   Cancelled             
Cosmo Kramer          3000                  Zumba                 Pokey Reese           07/10/2014 08:29 AM   Pending               
Cosmo Kramer          3000                  Zumba                 Ray Orbison           07/10/2014 08:29 AM   Cancelled             
Cosmo Kramer          3000                  Personal Training     Venus Flytrap         07/10/2014 08:29 AM   Pending               
Cosmo Kramer          3000                  Kick Boxing           Kirby Puckett         07/10/2014 08:29 AM   Pending               
Cosmo Kramer          3000                  Pilates               Marty McFly           07/10/2014 11:29 AM   Pending               
Cosmo Kramer          3000                  Pilates               Ray Orbison           07/10/2014 11:29 AM   Complete              
Cosmo Kramer          3000                  Pilates               Leon Theprofessional  07/10/2014 11:29 AM   Complete              
Cosmo Kramer          3000                  Pilates               Marty McFly           07/10/2014 11:29 AM   Cancelled             
Cosmo Kramer          3000                  Pilates               Kenneth Maynard       07/10/2014 11:29 AM   Complete              
Cosmo Kramer          3000                  Pilates               Samuel L. Jackson     07/10/2014 11:29 AM   Complete              
Cosmo Kramer          3000                  Pilates               Nathan Lockwood       07/10/2014 11:29 AM   Cancelled             
Cosmo Kramer          3001                  Kick Boxing           Pokey Reese           07/10/2014 08:29 AM   Pending               
Cosmo Kramer          3001                  Personal Training     Venus Flytrap         07/10/2014 08:29 AM   Complete              
Cosmo Kramer          3001                  Kick Boxing           Kirby Puckett         07/10/2014 08:29 AM   Complete              
Cosmo Kramer          3001                  Zumba                 Kirby Puckett         07/10/2014 08:29 AM   Pending               
Cosmo Kramer          3001                  Personal Training     Pam Beasley           07/10/2014 08:29 AM   Pending               
Cosmo Kramer          3001                  Zumba                 Todd Jones            07/10/2014 08:29 AM   Pending               
Cosmo Kramer          3001                  Kick Boxing           Nathan Lockwood       07/10/2014 08:29 AM   Complete              
Cosmo Kramer          3001                  Zumba                 Venus Flytrap         07/10/2014 08:29 AM   Pending               
Cosmo Kramer          3001                  Personal Training     Todd Jones            07/10/2014 08:29 AM   Pending               
Cosmo Kramer          3001                  Personal Training     Kirby Puckett         07/10/2014 08:29 AM   Cancelled             
Cosmo Kramer          3001                  Kick Boxing           Todd Jones            07/10/2014 08:29 AM   Pending               
Cosmo Kramer          3001                  Pilates               Ray Orbison           07/10/2014 08:29 AM   Cancelled             
Cosmo Kramer          3001                  Pilates               Marty McFly           07/10/2014 08:29 AM   Complete              
Cosmo Kramer          3001                  Personal Training     Venus Flytrap         07/10/2014 08:29 AM   Cancelled             
Cosmo Kramer          3001                  Zumba                 Pam Beasley           07/10/2014 08:29 AM   Cancelled             
Cosmo Kramer          3001                  Kick Boxing           Opie Griffith         07/10/2014 08:29 AM   Cancelled             
Cosmo Kramer          3002                  Pilates               Todd Jones            07/10/2014 08:29 AM   Complete              
Cosmo Kramer          3002                  Zumba                 Pam Beasley           07/10/2014 08:29 AM   Pending               
Cosmo Kramer          3002                  Zumba                 Venus Flytrap         07/10/2014 08:29 AM   Cancelled             
Cosmo Kramer          3002                  Kick Boxing           Venus Flytrap         07/10/2014 08:29 AM   Complete              
Cosmo Kramer          3002                  Pilates               Kirby Puckett         07/10/2014 08:29 AM   Pending               
Cosmo Kramer          3002                  Pilates               Pam Beasley           07/10/2014 08:29 AM   Pending               
Cosmo Kramer          3002                  Personal Training     Todd Jones            07/10/2014 08:29 AM   Cancelled             
Cosmo Kramer          3002                  Zumba                 Samuel L. Jackson     07/10/2014 08:29 AM   Pending               
Cosmo Kramer          3002                  Pilates               Kenneth Maynard       07/10/2014 08:29 AM   Complete              
Cosmo Kramer          3002                  Personal Training     Venus Flytrap         07/10/2014 08:29 AM   Complete              
Cosmo Kramer          3002                  Zumba                 Venus Flytrap         07/10/2014 08:29 AM   Complete              
Cosmo Kramer          3002                  Zumba                 Marty McFly           07/10/2014 08:29 AM   Complete              
Cosmo Kramer          3002                  Personal Training     Pam Beasley           07/10/2014 08:29 AM   Complete              
Cosmo Kramer          3002                  Personal Training     Opie Griffith         07/10/2014 08:29 AM   Cancelled             
Cosmo Kramer          3002                  Kick Boxing           Nathan Lockwood       07/10/2014 08:29 AM   Complete              
Cosmo Kramer          3002                  Pilates               Nathan Lockwood       07/10/2014 08:29 AM   Cancelled             
Cosmo Kramer          3002                  Kick Boxing           Opie Griffith         07/10/2014 08:29 AM   Complete              
Cosmo Kramer          3002                  Kick Boxing           Nathan Lockwood       07/10/2014 08:29 AM   Pending               
Cosmo Kramer          3002                  Personal Training     Samuel L. Jackson     07/10/2014 08:29 AM   Cancelled             
Cosmo Kramer          3002                  Kick Boxing           Pam Beasley           07/10/2014 08:29 AM   Pending               
Dan Marino            3000                  Zumba                 Leon Theprofessional  07/10/2014 08:29 AM   Pending               
Dan Marino            3000                  Zumba                 Marty McFly           07/10/2014 08:29 AM   Cancelled             
Dan Marino            3000                  Personal Training     Ray Orbison           07/10/2014 08:29 AM   Cancelled             
Dan Marino            3000                  Zumba                 Pam Beasley           07/10/2014 08:29 AM   Complete              
Dan Marino            3000                  Zumba                 Ray Orbison           07/10/2014 08:29 AM   Cancelled             
Dan Marino            3000                  Zumba                 Pam Beasley           07/10/2014 08:29 AM   Pending               
Dan Marino            3000                  Kick Boxing           Ray Orbison           07/10/2014 08:29 AM   Complete              
Dan Marino            3000                  Personal Training     Samuel L. Jackson     07/10/2014 08:29 AM   Complete              
Dan Marino            3000                  Personal Training     Kenneth Maynard       07/10/2014 08:29 AM   Cancelled             
Dan Marino            3000                  Kick Boxing           Todd Jones            07/10/2014 08:29 AM   Complete              
Dan Marino            3000                  Kick Boxing           Leon Theprofessional  07/10/2014 08:29 AM   Pending               
Dan Marino            3000                  Zumba                 Venus Flytrap         07/10/2014 08:29 AM   Pending               
Dan Marino            3000                  Personal Training     Ray Orbison           07/10/2014 08:29 AM   Complete              
Dan Marino            3000                  Pilates               Opie Griffith         07/10/2014 11:29 AM   Pending               
Dan Marino            3000                  Pilates               Kenneth Maynard       07/10/2014 11:29 AM   Cancelled             
Dan Marino            3000                  Pilates               Pokey Reese           07/10/2014 11:29 AM   Pending               
Dan Marino            3000                  Pilates               Samuel L. Jackson     07/10/2014 11:29 AM   Complete              
Dan Marino            3000                  Pilates               Todd Jones            07/10/2014 11:29 AM   Complete              
Dan Marino            3000                  Pilates               Samuel L. Jackson     07/10/2014 11:29 AM   Pending               
Dan Marino            3001                  Personal Training     Kirby Puckett         07/10/2014 08:29 AM   Complete              
Dan Marino            3001                  Personal Training     Marty McFly           07/10/2014 08:29 AM   Cancelled             
Dan Marino            3001                  Pilates               Kenneth Maynard       07/10/2014 08:29 AM   Cancelled             
Dan Marino            3001                  Personal Training     Todd Jones            07/10/2014 08:29 AM   Pending               
Dan Marino            3001                  Pilates               Pam Beasley           07/10/2014 08:29 AM   Cancelled             
Dan Marino            3001                  Kick Boxing           Leon Theprofessional  07/10/2014 08:29 AM   Complete              
Dan Marino            3001                  Pilates               Leon Theprofessional  07/10/2014 08:29 AM   Pending               
